"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"6122","chrX",2175454,2176064,611,"*","suvar1_peak_8409",101,".",2.97842,11.9795,10.1175,434,"X",2175113,2175738,"suvar2_peak_8841",57,".",2.45727,7.46506,5.75073,520,285,"Promoter",6,2176006,2178728,2723,1,"FBgn0011576","FBtr0345609",0,"31192","Cyp4d2","Cytochrome P450 4d2"
"6123","chrX",2214048,2214543,496,"*","suvar1_peak_8412",381,".",4.83319,40.697,38.1187,216,"X",2214027,2214402,"suvar2_peak_8847",287,".",4.73031,31.1493,28.7197,204,355,"Promoter",6,2205860,2213809,7950,2,"FBgn0053548","FBtr0070421",-239,"31200","SmydA-8","SET and MYND domain containing, arthropod-specific, member 8"
"6124","chrX",2225106,2225397,292,"*","suvar1_peak_8414",147,".",2.98525,16.7815,14.7504,142,"X",2225108,2225409,"suvar2_peak_8849",166,".",3.7544,18.7722,16.6175,160,289,"Promoter",6,2225296,2237961,12666,1,"FBgn0003048","FBtr0344153",0,"31204","pcx","pecanex"
"6125","chrX",2241960,2242438,479,"*","suvar1_peak_8415",15,".",1.53449,2.87045,1.53324,317,"X",2242042,2242397,"suvar2_peak_8850",45,".",2.21154,6.17744,4.54248,219,355,"Promoter",6,2242138,2246041,3904,1,"FBgn0000810","FBtr0070396",0,"47781","fs(1)K10","female sterile (1) K10"
"6126","chrX",2253475,2253861,387,"*","suvar1_peak_8416",36,".",2.21468,5.22162,3.6862,158,"X",2253381,2253602,"suvar2_peak_8854",31,".",2.08178,4.63675,3.11566,74,128,"Promoter",6,2252332,2254130,1799,2,"FBgn0029608","FBtr0070416",269,"31210","CG3091","uncharacterized protein"
"6127","chrX",2258699,2260374,1676,"*","suvar1_peak_8417",137,".",3.50019,15.7509,13.7526,212,"X",2259218,2259914,"suvar2_peak_8857",38,".",2.13434,5.444,3.8592,548,696,"Promoter",6,2254403,2259863,5461,2,"FBgn0023524","FBtr0070415",0,"31211","CG3078","uncharacterized protein"
"6128","chrX",2262302,2263064,763,"*","suvar1_peak_8419",114,".",2.95823,13.3555,11.4421,234,"X",2261947,2263047,"suvar2_peak_8858",71,".",2.61235,8.90178,7.11127,424,746,"Promoter",6,2262837,2264825,1989,1,"FBgn0023527","FBtr0070398",0,"31213","CG3071","uncharacterized protein"
"6129","chrX",2269495,2271144,1650,"*","suvar1_peak_8421",1113,".",8.25605,114.794,111.313,1338,"X",2269899,2271104,"suvar2_peak_8859",1039,".",7.45222,107.324,103.931,949,1205,"Promoter",6,2264657,2270761,6105,2,"FBgn0023528","FBtr0346648",0,"31214","CG2924","uncharacterized protein"
"6130","chrX",2274633,2275336,704,"*","suvar1_peak_8422",90,".",2.51143,10.8434,9.03003,248,"X",2274604,2275271,"suvar2_peak_8860",174,".",3.77969,19.6756,17.4989,427,639,"Promoter",6,2271008,2274778,3771,2,"FBgn0023529","FBtr0300792",0,"31215","CG2918","uncharacterized protein"
"6131","chrX",2287028,2287595,568,"*","suvar1_peak_8424",77,".",2.79523,9.4755,7.71738,213,"X",2287141,2287363,"suvar2_peak_8863",73,".",2.69801,9.14489,7.34255,98,222,"Intron (FBtr0332962/FBgn0023526, intron 2 of 2)",6,2278031,2293411,15381,2,"FBgn0023526","FBtr0332962",5816,"31217","CG2865","uncharacterized protein"
"6132","chrX",2296128,2296515,388,"*","suvar1_peak_8426",100,".",3.04404,11.9496,10.0886,183,"X",2296177,2296977,"suvar2_peak_8864",29,".",1.90728,4.49602,2.98944,86,338,"Promoter",6,2295466,2343870,48405,1,"FBgn0003079","FBtr0344007",662,"31221","Raf","Raf oncogene"
"6133","chrX",2301224,2301488,265,"*","suvar1_peak_8427",68,".",2.62936,8.54712,6.83152,114,"X",2300982,2301584,"suvar2_peak_8865",82,".",2.83006,10.088,8.23967,404,265,"Intron (FBtr0344007/FBgn0003079, intron 2 of 6)",6,2295466,2343870,48405,1,"FBgn0003079","FBtr0344007",5758,"31221","Raf","Raf oncogene"
"6134","chrX",2302237,2303089,853,"*","suvar1_peak_8428",105,".",3.12698,12.4694,10.5888,558,"X",2302305,2303792,"suvar2_peak_8866",163,".",3.66122,18.4733,16.3297,1021,784,"Intron (FBtr0344007/FBgn0003079, intron 2 of 6)",6,2295466,2343870,48405,1,"FBgn0003079","FBtr0344007",6771,"31221","Raf","Raf oncogene"
"6135","chrX",2303141,2304167,1027,"*","suvar1_peak_8429",146,".",3.53196,16.7028,14.6748,233,"X",2302305,2303792,"suvar2_peak_8866",163,".",3.66122,18.4733,16.3297,1021,652,"Intron (FBtr0344007/FBgn0003079, intron 2 of 6)",6,2295466,2343870,48405,1,"FBgn0003079","FBtr0344007",7675,"31221","Raf","Raf oncogene"
"6136","chrX",2306290,2306544,255,"*","suvar1_peak_8430",87,".",2.62069,10.5831,8.77886,175,"X",2306323,2306577,"suvar2_peak_8867",116,".",3.03635,13.6643,11.6706,137,221,"Intron (FBtr0344007/FBgn0003079, intron 2 of 6)",6,2295466,2343870,48405,1,"FBgn0003079","FBtr0344007",10824,"31221","Raf","Raf oncogene"
"6137","chrX",2339648,2341039,1392,"*","suvar1_peak_8431",723,".",7.12109,75.3511,72.3036,501,"X",2339849,2340750,"suvar2_peak_8869",781,".",7.23889,81.2956,78.1869,272,901,"Promoter",6,2340298,2343870,3573,1,"FBgn0003079","FBtr0070401",0,"31221","Raf","Raf oncogene"
"6138","chrX",2382841,2383512,672,"*","suvar1_peak_8432",271,".",4.50405,29.4673,27.1011,468,"X",2382772,2383515,"suvar2_peak_8874",163,".",2.99258,18.4909,16.3461,531,672,"Exon (FBtr0333529/FBgn0264598, exon 4 of 18)",6,2367121,2387664,20544,2,"FBgn0264598","FBtr0333530",4152,"31224","PsGEF","Protostome-specific GEF"
"6139","chrX",2419467,2419923,457,"*","suvar1_peak_8433",1171,".",8.94307,120.743,117.194,254,"X",2419509,2419926,"suvar2_peak_8875",1609,".",12.7778,164.955,160.913,220,414,"Distal Intergenic",6,2424925,2425855,931,2,"FBgn0052797","FBtr0070461",5932,"318215","CG32797","uncharacterized protein"
"6140","chrX",2443695,2444396,702,"*","suvar1_peak_8434",1076,".",9.71295,111.08,107.638,301,"X",2443769,2444197,"suvar2_peak_8876",728,".",6.49374,75.8495,72.8061,241,428,"Promoter",6,2442313,2443976,1664,2,"FBgn0003714","FBtr0070459",0,"31228","tko","technical knockout"
"6141","chrX",2447589,2448129,541,"*","suvar1_peak_8435",176,".",3.41173,19.7586,17.639,333,"X",2447778,2448179,"suvar2_peak_8877",75,".",2.2978,9.31223,7.5017,156,351,"Promoter",6,2447769,2450550,2782,1,"FBgn0004050","FBtr0070435",0,"31230","z","zeste"
"6142","chrX",2469787,2470232,446,"*","suvar1_peak_8436",214,".",4.24661,23.7205,21.4904,252,"X",2469907,2470183,"suvar2_peak_8879",64,".",2.56596,8.2374,6.47877,129,276,"Promoter",6,2444167,2470043,25877,2,"FBgn0040388","FBtr0070457",0,"31229","boi","brother of ihog"
"6143","chrX",2477805,2478128,324,"*","suvar1_peak_8437",55,".",2.50496,7.22473,5.57364,111,"X",2477559,2478153,"suvar2_peak_8880",102,".",2.97802,12.2106,10.2726,377,324,"3' UTR",6,2444167,2470043,25877,2,"FBgn0040388","FBtr0334883",-7762,"31229","boi","brother of ihog"
"6144","chrX",2478342,2478615,274,"*","suvar1_peak_8438",91,".",2.91964,10.9346,9.11569,137,"X",2478348,2478611,"suvar2_peak_8881",81,".",2.62088,10.0433,8.19828,199,263,"3' UTR",6,2444167,2470043,25877,2,"FBgn0040388","FBtr0334883",-8299,"31229","boi","brother of ihog"
"6145","chrX",2524407,2524851,445,"*","suvar1_peak_8439",692,".",7.34698,72.2577,69.2448,219,"X",2524431,2524843,"suvar2_peak_8883",531,".",5.5056,55.9514,53.1501,209,412,"Intron (FBtr0342806/FBgn0284408, intron 2 of 42)",6,2470460,2517647,47188,2,"FBgn0284408","FBtr0342810",-6760,"45320","trol","terribly reduced optic lobes"
"6146","chrX",2547086,2547574,489,"*","suvar1_peak_8440",116,".",3.25138,13.5328,11.612,200,"X",2547100,2547478,"suvar2_peak_8884",111,".",3.18219,13.1184,11.1443,180,378,"Distal Intergenic",6,2479617,2545410,65794,2,"FBgn0284408","FBtr0342807",-1676,"45320","trol","terribly reduced optic lobes"
"6147","chrX",2582134,2582702,569,"*","suvar1_peak_8442",55,".",2.50496,7.22473,5.57364,341,"X",2582164,2582650,"suvar2_peak_8885",96,".",3.00612,11.5667,9.65334,272,486,"Promoter",6,2582477,2583823,1347,1,"FBgn0040376","FBtr0302449",0,"31236","AANATL7","Arylalkylamine N-acetyltransferase-like 7"
"6148","chrX",2585406,2586166,761,"*","suvar1_peak_8443",208,".",4.16368,23.0694,20.8579,303,"X",2585376,2586163,"suvar2_peak_8886",118,".",3.02525,13.8568,11.8563,456,758,"Promoter",6,2585980,2587878,1899,1,"FBgn0040066","FBtr0070438",0,"53428","wds","will die slowly"
"6149","chrX",2588319,2588575,257,"*","suvar1_peak_8444",92,".",2.72685,11.0662,9.24106,175,"X",2588394,2588753,"suvar2_peak_8887",74,".",2.53684,9.30029,7.49075,140,181,"Promoter",6,2588503,2598627,10125,1,"FBgn0001404","FBtr0070439",0,"31239","egh","egghead"
"6150","chrX",2588806,2589265,460,"*","suvar1_peak_8445",129,".",3.08221,14.9342,12.9641,194,"X",2588873,2589293,"suvar2_peak_8888",121,".",3.27022,14.1915,12.1802,145,392,"Promoter",6,2588503,2598627,10125,1,"FBgn0001404","FBtr0070439",303,"31239","egh","egghead"
"6151","chrX",2589407,2592645,3239,"*","suvar1_peak_8446",183,".",3.95634,20.5259,18.3824,2889,"X",2589351,2592646,"suvar2_peak_8889",373,".",5.41651,39.93,37.3509,771,3239,"Promoter",6,2592121,2599111,6991,1,"FBgn0001404","FBtr0070440",0,"31239","egh","egghead"
"6152","chrX",2592873,2594419,1547,"*","suvar1_peak_8447",221,".",4.28808,24.3776,22.131,1274,"X",2592881,2594424,"suvar2_peak_8890",220,".",3.76911,24.3644,22.073,837,1538,"Promoter",6,2593577,2598627,5051,1,"FBgn0001404","FBtr0340091",0,"31239","egh","egghead"
"6153","chrX",2594624,2595493,870,"*","suvar1_peak_8448",91,".",2.9611,10.9346,9.11569,189,"X",2594623,2595489,"suvar2_peak_8891",143,".",3.53432,16.4261,14.3408,379,866,"Intron (FBtr0070439/FBgn0001404, intron 1 of 2)",6,2593577,2598627,5051,1,"FBgn0001404","FBtr0340091",1047,"31239","egh","egghead"
"6154","chrX",2608547,2609120,574,"*","suvar1_peak_8450",47,".",2.11533,6.30193,4.70334,364,"X",2608587,2609208,"suvar2_peak_8894",64,".",2.56596,8.2374,6.47877,325,533,"Promoter",6,2606680,2608876,2197,2,"FBgn0011566","FBtr0070447",0,"44554","Smyd3","SET and MYND domain containing, class 3"
"6155","chrX",2610111,2610567,457,"*","suvar1_peak_8451",234,".",4.41248,25.7092,23.4304,299,"X",2610070,2610523,"suvar2_peak_8895",137,".",3.44629,15.8567,13.7894,332,413,"Promoter",6,2609247,2610336,1090,2,"FBgn0029629","FBtr0070446",0,"31243","eIF3g1","eukaryotic translation initiation factor 3 subunit g1"
"6156","chrX",2624442,2624893,452,"*","suvar1_peak_8453",104,".",2.68392,12.3236,10.4494,304,"X",2624533,2624975,"suvar2_peak_8896",202,".",4.04411,22.4631,20.2173,246,360,"Promoter",6,2622069,2624575,2507,2,"FBgn0040333","FBtr0300708",0,"31246","brv3","brivido-3"
"6157","chrX",2633838,2634584,747,"*","suvar1_peak_8454",180,".",3.31379,20.2074,18.0746,283,"X",2633845,2634372,"suvar2_peak_8897",113,".",2.87202,13.3358,11.3551,309,527,"Promoter",6,2633952,2675621,41670,1,"FBgn0003371","FBtr0070466",0,"31248","sgg","shaggy"
"6158","chrX",2635227,2635598,372,"*","suvar1_peak_8455",68,".",2.62511,8.5844,6.86723,118,"X",2635211,2635623,"suvar2_peak_8898",46,".",2.28571,6.23803,4.60035,194,372,"Intron (FBtr0070466/FBgn0003371, intron 1 of 9)",6,2634215,2675621,41407,1,"FBgn0003371","FBtr0070472",1012,"31248","sgg","shaggy"
"6159","chrX",2640145,2640517,373,"*","suvar1_peak_8457",36,".",2.17321,5.22162,3.6862,181,"X",2640256,2640779,"suvar2_peak_8901",45,".",2.30186,6.13451,4.50302,203,261,"Promoter",6,2641189,2675602,34414,1,"FBgn0003371","FBtr0301966",-672,"31248","sgg","shaggy"
"6160","chrX",2645535,2645972,438,"*","suvar1_peak_8458",545,".",6.77616,57.3609,54.5322,210,"X",2645526,2645989,"suvar2_peak_8903",390,".",5.6031,41.6654,39.0589,182,438,"Promoter",6,2644993,2675602,30610,1,"FBgn0003371","FBtr0070476",542,"31248","sgg","shaggy"
"6161","chrX",2655182,2658930,3749,"*","suvar1_peak_8465",740,".",8.10313,77.1076,74.0396,2392,"X",2655502,2658803,"suvar2_peak_8908",858,".",8.68425,89.0397,85.8408,2052,3301,"Promoter",6,2658766,2675621,16856,1,"FBgn0003371","FBtr0070471",0,"31248","sgg","shaggy"
"6162","chrX",2663747,2664051,305,"*","suvar1_peak_8466",68,".",2.34277,8.51841,6.80707,89,"X",2663775,2664075,"suvar2_peak_8909",73,".",2.69239,9.11516,7.31524,166,276,"Intron (FBtr0070466/FBgn0003371, intron 2 of 9)",6,2667810,2677846,10037,1,"FBgn0003371","FBtr0112828",-3759,"31248","sgg","shaggy"
"6163","chrX",2679523,2679817,295,"*","suvar1_peak_8467",152,".",3.55977,17.3074,15.2603,182,"X",2679516,2679759,"suvar2_peak_8911",98,".",2.86772,11.7997,9.87847,145,237,"3' UTR",6,2680199,2681723,1525,2,"FBgn0011276","FBtr0070506",1906,"31249","HLH3B","Helix loop helix protein 3B"
"6164","chrX",2685375,2686218,844,"*","suvar1_peak_8468",129,".",3.20221,14.9213,12.9519,306,"X",2685333,2686879,"suvar2_peak_8913",96,".",2.99986,11.5322,9.62246,354,844,"Promoter",6,2685580,2692780,7201,1,"FBgn0003068","FBtr0070477",0,"31251","per","period"
"6165","chrX",2686351,2686911,561,"*","suvar1_peak_8469",71,".",2.6309,8.85431,7.1261,198,"X",2685333,2686879,"suvar2_peak_8913",96,".",2.99986,11.5322,9.62246,354,529,"Promoter",6,2685580,2692780,7201,1,"FBgn0003068","FBtr0332311",771,"31251","per","period"
"6166","chrX",2698125,2698376,252,"*","suvar1_peak_8471",21,".",1.71101,3.51806,2.11276,114,"X",2698038,2698482,"suvar2_peak_8914",64,".",2.60997,8.2374,6.47877,124,252,"Promoter",6,2694392,2698211,3820,2,"FBgn0024992","FBtr0345716",0,"31253","Spg7","Paraplegin"
"6167","chrX",2703754,2704883,1130,"*","suvar1_peak_8472",125,".",3.16383,14.4518,12.5002,575,"X",2703743,2704104,"suvar2_peak_8915",96,".",3.00612,11.5667,9.65334,120,351,"Promoter",6,2701124,2703852,2729,2,"FBgn0024994","FBtr0345710",0,"31255","Ugalt","UDP-galactose transporter"
"6168","chrX",2703754,2704883,1130,"*","suvar1_peak_8472",125,".",3.16383,14.4518,12.5002,575,"X",2704162,2704513,"suvar2_peak_8916",29,".",2.01977,4.50639,2.99889,207,351,"Promoter",6,2701124,2703852,2729,2,"FBgn0024994","FBtr0345710",0,"31255","Ugalt","UDP-galactose transporter"
"6169","chrX",2707423,2707937,515,"*","suvar1_peak_8473",63,".",2.37148,8.05556,6.3642,176,"X",2707258,2707617,"suvar2_peak_8917",25,".",1.88566,3.96356,2.50154,188,195,"Promoter",6,2706151,2707427,1277,2,"FBgn0024995","FBtr0273279",0,"31257","CG2680","uncharacterized protein"
"6170","chrX",2713630,2714121,492,"*","suvar1_peak_8474",145,".",3.1215,16.5825,14.5578,342,"X",2713543,2714700,"suvar2_peak_8918",111,".",3.13817,13.1184,11.1443,316,492,"Promoter",6,2714079,2717654,3576,1,"FBgn0024991","FBtr0070481",0,"31260","CG2694","uncharacterized protein"
"6171","chrX",2720023,2720610,588,"*","suvar1_peak_8475",118,".",3.1574,13.7446,11.8171,285,"X",2719993,2720371,"suvar2_peak_8920",91,".",2.95593,11.032,9.1436,197,349,"Promoter",6,2720468,2724158,3691,1,"FBgn0000928","FBtr0070484",0,"31262","fs(1)Yb","female sterile (1) Yb"
"6172","chrX",2720023,2720610,588,"*","suvar1_peak_8475",118,".",3.1574,13.7446,11.8171,285,"X",2720424,2720771,"suvar2_peak_8921",15,".",1.64995,2.83541,1.5017,2,186,"Promoter",6,2720468,2724158,3691,1,"FBgn0000928","FBtr0070484",0,"31262","fs(1)Yb","female sterile (1) Yb"
"6173","chrX",2732070,2732539,470,"*","suvar1_peak_8476",658,".",7.56405,68.8314,65.8559,247,"X",2731922,2732519,"suvar2_peak_8922",203,".",3.63485,22.5982,20.347,401,450,"Promoter",6,2732469,2734402,1934,1,"FBgn0024975","FBtr0070488",0,"31267","CG2712","uncharacterized protein"
"6174","chrX",2743033,2743528,496,"*","suvar1_peak_8479",77,".",2.75376,9.4755,7.71738,266,"X",2743023,2743261,"suvar2_peak_8924",56,".",2.47793,7.36703,5.65713,168,229,"Promoter",6,2739089,2742958,3870,2,"FBgn0024980","FBtr0332496",-75,"31269","Syx4","Syntaxin 4"
"6175","chrX",2743033,2743528,496,"*","suvar1_peak_8479",77,".",2.75376,9.4755,7.71738,266,"X",2743324,2743633,"suvar2_peak_8925",23,".",1.76923,3.79809,2.356,160,204,"Promoter",6,2739089,2742958,3870,2,"FBgn0024980","FBtr0332496",-75,"31269","Syx4","Syntaxin 4"
"6176","chrX",2788483,2788718,236,"*","suvar1_peak_8483",36,".",2.17321,5.22162,3.6862,40,"X",2788393,2788614,"suvar2_peak_8926",30,".",1.99594,4.59472,3.08015,125,132,"Promoter",6,2782906,2789322,6417,2,"FBgn0040384","FBtr0345318",604,"31270","CG32795","uncharacterized protein"
"6177","chrX",2789461,2789937,477,"*","suvar1_peak_8484",99,".",2.89292,11.7997,9.94557,171,"X",2789574,2789843,"suvar2_peak_8927",19,".",1.77538,3.37377,1.97378,65,269,"Promoter",6,2782906,2789865,6960,2,"FBgn0040384","FBtr0070492",0,"31270","CG32795","uncharacterized protein"
"6178","chrX",2889469,2889804,336,"*","suvar1_peak_8485",148,".",3.58312,16.9037,14.8685,152,"X",2889429,2889800,"suvar2_peak_8928",137,".",3.44629,15.8567,13.7894,193,332,"Promoter",6,2890768,2893964,3197,1,"FBgn0040355","FBtr0113325",-964,"31277","CG3526","uncharacterized protein"
"6179","chrX",2947460,2948068,609,"*","suvar1_peak_8486",490,".",6.25471,51.7975,49.0447,222,"X",2947411,2947950,"suvar2_peak_8929",414,".",5.68445,44.0454,41.4041,264,491,"Promoter",6,2948034,2948948,915,1,"FBgn0029648","FBtr0070558",0,"31289","CG3603","uncharacterized protein"
"6180","chrX",2949147,2949652,506,"*","suvar1_peak_8487",633,".",7.20235,66.2911,63.3458,203,"X",2949167,2949629,"suvar2_peak_8930",367,".",4.74248,39.2933,36.7249,249,462,"Intron (FBtr0309500/FBgn0028369, intron 3 of 10)",6,2948034,2949120,1087,1,"FBgn0029648","FBtr0332493",1113,"31289","CG3603","uncharacterized protein"
"6181","chrX",3114300,3114607,308,"*","suvar1_peak_8488",86,".",2.87817,10.4396,8.64055,113,"X",3114368,3114993,"suvar2_peak_8931",97,".",2.89676,11.7142,9.79552,458,239,"Intron (FBtr0309500/FBgn0028369, intron 6 of 10)",6,3128639,3132791,4153,1,"FBgn0028369","FBtr0070560",-14032,"31292","kirre","kin of irre"
"6182","chrX",3114676,3115002,327,"*","suvar1_peak_8489",66,".",2.5826,8.33069,6.62731,170,"X",3114368,3114993,"suvar2_peak_8931",97,".",2.89676,11.7142,9.79552,458,318,"Intron (FBtr0309500/FBgn0028369, intron 6 of 10)",6,3128639,3132791,4153,1,"FBgn0028369","FBtr0070560",-13637,"31292","kirre","kin of irre"
"6183","chrX",3115137,3115469,333,"*","suvar1_peak_8490",49,".",2.36399,6.52111,4.90839,120,"X",3115154,3115749,"suvar2_peak_8932",96,".",3.00612,11.5667,9.65334,440,315,"Intron (FBtr0309500/FBgn0028369, intron 6 of 10)",6,3128639,3132791,4153,1,"FBgn0028369","FBtr0070560",-13170,"31292","kirre","kin of irre"
"6184","chrX",3134419,3135192,774,"*","suvar1_peak_8491",1513,".",11.047,155.362,151.358,305,"X",3134498,3135321,"suvar2_peak_8936",1712,".",12.1861,175.401,171.213,218,694,"Promoter",6,3134870,3171682,36813,1,"FBgn0004647","FBtr0304659",0,"31293","N","Notch"
"6185","chrX",3172731,3173635,905,"*","suvar1_peak_8492",780,".",6.99471,81.1222,78.0087,489,"X",3172752,3173559,"suvar2_peak_8937",567,".",6.1354,59.6023,56.7552,524,807,"Promoter",6,3172268,3173140,873,2,"FBgn0028746","FBtr0345708",0,"59253","CG18508","uncharacterized protein"
"6186","chrX",3175235,3176091,857,"*","suvar1_peak_8493",133,".",3.30703,15.3432,13.3585,267,"X",3175210,3176267,"suvar2_peak_8938",234,".",4.37064,25.7479,23.4257,316,857,"Promoter",6,3175202,3176223,1022,1,"FBgn0040396","FBtr0343600",33,"31295","CG3939","uncharacterized protein"
"6187","chrX",3252518,3253083,566,"*","suvar1_peak_8494",279,".",4.34585,30.317,27.9322,293,"X",3252670,3253125,"suvar2_peak_8941",193,".",3.79973,21.5772,19.3508,155,413,"Intron (FBtr0070509/FBgn0000479, intron 4 of 14)",6,3250089,3251040,952,1,"FBgn0003374","FBtr0346736",2429,"31304","Sgs4","Salivary gland secretion 4"
"6188","chrX",3256164,3256842,679,"*","suvar1_peak_8495",63,".",2.52149,8.03104,6.34128,317,"X",3256002,3256845,"suvar2_peak_8942",106,".",3.09416,12.5933,10.6407,482,679,"Promoter",6,3256068,3343767,87700,1,"FBgn0000479","FBtr0333312",96,"31309","dnc","dunce"
"6189","chrX",3258342,3258905,564,"*","suvar1_peak_8497",247,".",4.49542,27.0637,24.7516,370,"X",3257817,3258911,"suvar2_peak_8943",360,".",5.38301,38.5977,36.0392,884,564,"5' UTR",6,3256068,3343767,87700,1,"FBgn0000479","FBtr0333312",2274,"31309","dnc","dunce"
"6190","chrX",3285219,3285631,413,"*","suvar1_peak_8498",235,".",3.6543,25.8749,23.5909,240,"X",3285213,3285640,"suvar2_peak_8944",154,".",3.19391,17.6198,15.4982,279,413,"Intron (FBtr0070509/FBgn0000479, intron 4 of 14)",6,3289381,3343767,54387,1,"FBgn0000479","FBtr0333313",-3750,"31309","dnc","dunce"
"6191","chrX",3343643,3344286,644,"*","suvar1_peak_8500",1699,".",9.55713,174.242,169.912,275,"X",3343648,3344155,"suvar2_peak_8945",2081,".",15.1547,212.937,208.101,265,507,"3' UTR",6,3313333,3348400,35068,2,"FBgn0266180","FBtr0343761",4114,"19835523","lncRNA:CR44886","long non-coding RNA:CR44886"
"6192","chrX",3376450,3376731,282,"*","suvar1_peak_8502",26,".",2.00734,4.15061,2.69277,32,"X",3376244,3376773,"suvar2_peak_8947",76,".",2.70569,9.41654,7.6014,219,282,"Intron (FBtr0070525/FBgn0262656, intron 2 of 2)",6,3373159,3522787,149629,1,"FBgn0266350","FBtr0344076",3291,"19835087","lncRNA:CR44999","long non-coding RNA:CR44999"
"6193","chrX",3426827,3427367,541,"*","suvar1_peak_8504",64,".",2.58789,8.09678,6.40311,356,"X",3426864,3427433,"suvar2_peak_8948",96,".",3.00612,11.5667,9.65334,384,503,"Promoter",6,3427452,3427523,72,2,"FBgn0052493","FBtr0070533",156,"3772230","tRNA:Gln-TTG-2-1","transfer RNA:Glutamine-TTG 2-1"
"6194","chrX",3440858,3441415,558,"*","suvar1_peak_8505",50,".",2.34569,6.63725,5.01949,298,"X",3440866,3441116,"suvar2_peak_8949",27,".",2.03776,4.28991,2.79866,103,250,"Promoter",6,3392486,3440146,47661,2,"FBgn0029657","FBtr0332304",-712,"31311","CG12535","uncharacterized protein"
"6195","chrX",3480830,3481395,566,"*","suvar1_peak_8506",707,".",7.22838,73.7945,70.7644,329,"X",3480918,3481344,"suvar2_peak_8950",629,".",7.27572,65.8529,62.9324,225,426,"Promoter",6,3476463,3482322,5860,2,"FBgn0029663","FBtr0344077",927,"31317","CG10804","uncharacterized protein"
"6196","chrX",3570128,3571039,912,"*","suvar1_peak_8509",1349,".",7.76384,138.743,134.972,371,"X",3570121,3571061,"suvar2_peak_8953",1904,".",11.7178,194.98,190.499,355,912,"Promoter",6,3511337,3571649,60313,2,"FBgn0052791","FBtr0333794",610,"31322","DIP-alpha","Dpr-interacting protein alpha"
"6197","chrX",3573336,3573805,470,"*","suvar1_peak_8511",303,".",4.16224,32.7816,30.3453,277,"X",3573308,3573783,"suvar2_peak_8954",221,".",3.88696,24.4096,22.1168,318,448,"Promoter",6,3571456,3573622,2167,2,"FBgn0029672","FBtr0333793",0,"31326","CG2875","uncharacterized protein"
"6198","chrX",3594584,3594893,310,"*","suvar1_peak_8512",26,".",2.00734,4.15061,2.69277,220,"X",3594615,3595033,"suvar2_peak_8955",41,".",2.25784,5.74401,4.13834,92,278,"Intron (FBtr0070575/FBgn0266429, intron 1 of 10)",6,3574536,3666724,92189,1,"FBgn0266429","FBtr0333798",20048,"44126","AstA-R1","Allatostatin A receptor 1"
"6199","chrX",3595277,3595526,250,"*","suvar1_peak_8513",81,".",2.8367,9.95315,8.17507,100,"X",3595263,3595577,"suvar2_peak_8956",154,".",3.62235,17.5857,15.4654,139,250,"Intron (FBtr0070575/FBgn0266429, intron 1 of 10)",6,3574536,3666724,92189,1,"FBgn0266429","FBtr0333798",20741,"44126","AstA-R1","Allatostatin A receptor 1"
"6200","chrX",3671224,3672252,1029,"*","suvar1_peak_8514",140,".",3.10271,16.0149,14.008,794,"X",3670955,3672020,"suvar2_peak_8957",69,".",2.38968,8.74255,6.95898,946,797,"Promoter",6,3671801,3700780,28980,1,"FBgn0023215","FBtr0301821",0,"31331","Mnt","Mnt"
"6201","chrX",3680437,3680878,442,"*","suvar1_peak_8515",51,".",2.33468,6.80214,5.1761,185,"X",3680592,3680880,"suvar2_peak_8958",55,".",2.38376,7.27695,5.57481,121,286,"Intron (FBtr0301821/FBgn0023215, intron 1 of 8)",6,3688235,3700780,12546,1,"FBgn0023215","FBtr0070578",-7357,"31331","Mnt","Mnt"
"6202","chrX",3683489,3683785,297,"*","suvar1_peak_8516",21,".",1.8252,3.50413,2.10043,161,"X",3683358,3683692,"suvar2_peak_8961",28,".",1.97948,4.31997,2.82621,152,204,"Intron (FBtr0301821/FBgn0023215, intron 2 of 8)",6,3688235,3700780,12546,1,"FBgn0023215","FBtr0070578",-4450,"31331","Mnt","Mnt"
"6203","chrX",3704362,3704830,469,"*","suvar1_peak_8522",99,".",2.90473,11.7686,9.91591,256,"X",3704229,3704727,"suvar2_peak_8963",82,".",2.83006,10.088,8.23967,123,366,"3' UTR",6,3701857,3703285,1429,1,"FBgn0266549","FBtr0344655",2505,"19835021","lncRNA:CR45102","long non-coding RNA:CR45102"
"6204","chrX",3710439,3711920,1482,"*","suvar1_peak_8525",196,".",4.03927,21.7852,19.607,1082,"X",3708395,3712095,"suvar2_peak_8964",611,".",7.14367,64.0846,61.1846,1425,1482,"Intron (FBtr0070584/FBgn0015286, intron 1 of 5)",6,3704610,3719635,15026,2,"FBgn0015286","FBtr0070584",7715,"31332","Rala","Ras-like protein A"
